デジタルカタログ,ebook,0
,,
デジタルカタログ,1,とぴっくすお知らせ・募集・「さいたま市平和都市宣言」を制定しました・1月4日貉から所得税の還付申告を受け付けます情報オアシス催し、講座、スポーツBREEZE (information in English)健康生活・相談区版さいたマガジン毎月、「区版」のコーナーで、お住まいの区の情報をお知らせしています。3230183642006 1 vol.572922006年（平成18年）1月1日発行／毎月1日発行2006年（平成18年）1月1日発行／毎月1日発行特集　さいたま市の財政小さな琴姫（岩槻児童センター）小さな琴姫（岩槻児童センター）小さな琴姫（岩槻児童センター）小さな琴姫（岩槻児童センター）小さな琴姫（岩槻児童センター）小さな琴姫（岩槻児童センター）小さな琴姫（岩槻児童センター）小さな琴姫（岩槻児童センター）小さな琴姫（岩槻児童センター）小さな琴姫（岩槻児童センター）小さな琴姫（岩槻児童センター）小さな琴姫（岩槻児童センター）小さな琴姫（岩槻児童センター）小さな琴姫（岩槻児童センター）小さな琴姫（岩槻児童センター）小さな琴姫（岩槻児童センター）小さな琴姫（岩槻児童センター）
デジタルカタログ,2,"2市税の合計額は、1,731億4,729万7千円で、市民の皆さんから納めていただいた市税の1人当たりの額は、16万2,080円でした。市民1人当たりに使われた額は、34万634円でした。差額の17万8,554円は、国や県からの補助金や借入金（市債）などで補われました。新年明けましておめでとうございます。輝かしい新春を、皆様おそろいで健やかにお迎えのことと、心からお喜びを申し上げます。本市は、新幹線５路線などに代表される交通の要衝で、さいたま新都心を中心とした高次機能の集積など、東日本の交通拠点都市としての高いポテンシャルに加え、本市固有の多彩な文化や、自然を豊富に有するバランスのとれた都市です。めまぐるしく変化する社会経済情勢の中にあって、行政には、多種多様な地域の課題に的確かつ迅速に対応し、経営感覚とスピード感のある市政運営を行っていくことが求められております。そこで、市民の皆様に実行を約束したマニフェストの中に掲げた「都市経営戦略会議」を設置し、市政の重要施策の集中的かつスピーディな検討と、政策の立案・実施、意思決定の迅速化を進め、経営の視点に立った、市政の総合的かつ戦略的な推進を図っております。今後の市政運営に当たりましては、マニフェストを実現するための「理想都市実現に向けた行動計画」を着実に実施するとともに、引き続き「納税者の立場」「情報公開と市民参画」「費用対効果」の視点を忘れずに、市民との協働のもと、「十区十色」とも言えるような、各区の特色を生かした個性豊かな地域づくりを進めてまいります。また、これまで築き上げてきた政令指定都市としての基盤、いわば「キャンバス」に、多彩な「カラー」を塗ることにより、「ある部分ではナンバーワン、全体としてはオンリーワン」のさいたま市を創ってまいります。理想都市実現を目指してさいたま市長相川宗一収入が124億4,257万1千円、支出は126億523万6千円で、患者1人1日当たりの入院収益は4万1,346円、外来収益は1万1,441円でした。さいたま市の一般会計歳入総額は3,775億2,846万4千円となりました。内訳は、主となる市税が全体の45.9％を占めており、諸収入などをあわせた自主財源の比率は60％となっています。また、国や県からの補助金、市債などの依存財源の比率は40％となっています。さいたま市には、国民健康保険や、介護保険、区画整理、下水道など全部で20の特別会計があります。決算額は、歳入が2,038億9,466万7千円、歳出が2,023億3,762万7千円でした。歳出額の上位3位は、国民健康保険が669億4,080万8千円、老人保健が597億3,374万1千円、介護保険が325億9,613万5千円でした。収入が300億6,908万円、支出は368億1,269万1千円で、1戸当たりの1か月の水道料金収入は4,777円でした。その他（依存財源）8.4%316億9,222万2千円地方特例交付金（1.9%）軽油引取税交付金（1.6%）地方譲与税（1.3%）県支出金（1.3%）地方交付税（0.9%）自動車取得税交付金（0.8%）利子割交付金（0.3%）市　税病院事業会計特別会計水道事業会計市税1,731億4,729万7千円　45.9%諸収入199億7,885万6千円5.3%繰越金163億3,571万円　4.3%その他（自主財源）4.5%172億9,444万9千円使用料及び手数料(2.1%)分担金及び負担金(1.3%)財産収入(1.1%)寄附金(0.0%)繰入金(0.0%)市債750億380万円19.9%地方消費税交付金93億6,001万1千円2.5%国庫支出金347億1,611万9千円9.2%依存財源1,507億7,215万2千円　40%自主財源2,267億5,631万2千円　60%一般会計歳入決算額3,775億2,846万4千円平成16年度決算概要特集交通安全対策特別交付金（0.1%）配当割交付金（0.1%）株式等譲渡所得割交付金（0.1%）ゴルフ場利用税交付金（0.0%）特別地方消費税交付金（0.0%）市では、市民の皆さんに納めていただいた税金などがどのように使われているのかをお知らせするため、年２回財政状況の公表を行っています。このたび、平成16年度の決算がまとまりましたので、その概要をお知らせします。"
デジタルカタログ,3,"3 SAITAMA 2006.1市民の皆様、明けましておめでとうございます。輝かしい新春を迎え、謹んで市民の皆様の限り無いご健勝とご多幸を心からお祈り申し上げます。ご案内のとおり、さいたま市は昨年の4月1日、岩槻市との合併を果たし、政令指定都市として21世紀をリードする地方自治体を目指し、次代に誇り得る日本一の理想都市の実現に向けて、まちづくりを進めております。現在、少子高齢社会や環境問題、IT化の進展、さらに市民の行政に対するニーズも多様化するなど、自治体は、様々な課題を抱えております。また、「官から民へ」「国から地方へ」を骨子とする三位一体の改革などに代表される分権改革に向けた動きが、各地域で活発になると同時に、都市間競争も激しさを加えつつある時代の中で、地方議会の役割は、一層その重要性を増しております。そのため、議会機能の充実と新しい時代に対応する議会改革が、必要とされております。このような中、さいたま市議会では、昨年の9月定例会から、「開かれた議会・市民に身近な議会」の実現にむけた議会広報の一環として、インターネット議会中継を開始いたしました。議場内の生の映像を提供するとともに、市民が知りたい時にいつでも視聴することが可能となり、市民の皆様により身近な議会をご覧いただけるものと、確信しております。今後とも、議決機関としての責務を果たすとともに、市民・住民の代表機関として、ご期待に応えることのできる議会運営に努めてまいりますので、市民の皆様方におかれましては、市政並びに市議会に対しまして、より一層のご支援・ご協力を賜りますようお願い申し上げます。市民に身近な議会の実現に向けてさいたま市議会議長鶴崎敏康市税の合計は136億3,925万3千円で、市民の皆さんから納めていただいた市税1人当たりの額は12万2,010円でした。市民1人当たりに使われた額は、32万3,406円でした。差額の20万1,396円は、国や県からの補助金や借入金（市債）などで補われました。旧岩槻市には、国民健康保険や老人保健など全部で7の特別会計があります。決算額は、歳入が244億789万8千円、歳出が242億4,636万5千円でした。歳出総額の上位3位は、国民健康保険が85億5,883万2千円、老人保健が53億4,910万4千円、公共用地先行取得事業が35億8,062万5千円でした。さいたま市の一般会計歳出の決算額は、3,638億9,223万8千円でした。これを款別に分類すると、土木費が832億8,638万1千円で全体の22.9％を占めており、ほかに、民生費が782億8,892万3千円（21.5％）、公債費が542億3,584万7千円（14.9％）、総務費が497億5,718万4千円（13.7％）、衛生費が428億4,757万6千円（11.8％）、その他が554億7,632万7千円（15.2％）となっています。旧岩槻市の一般会計歳出の決算額は、361億5,285万6千円でした。これを款別に分類すると、民生費が85億4,410万7千円で全体の23.6％を占めており、ほかに、土木費が80億1,867万8千円（22.2％）、公債費が58億1,184万3千円（16.1％）、総務費が48億3,065万7千円（13.3％）、教育費が33億1,715万2千円（9.2％）、その他が56億3,041万9千円（15.6％）となっています。旧岩槻市の一般会計歳入総額は362億333万8千円となりました。内訳は、主となる市税が全体の37.7％で、諸収入などをあわせた自主財源の比率は59.1％、国や県からの補助金、市債などの依存財源が40.9％でした。収入が32億5,237万1千円、支出は37億9,895万円で、1戸当たりの1か月の水道料金収入は5,233円でした。その他（依存財源）9.2%33億1,245万4千円地方消費税交付金（2.9%）県支出金（2.1%）地方譲与税（1.5%）地方特例交付金（1.4%）自動車取得税交付金（0.8%）利子割交付金（0.3%）交通安全対策特別交付金（0.1%）株式等譲渡所得割交付金（0.1%）配当割交付金（0.0%）教育費9.5％消防費3.3％商工費1.4％議会費0.4％労働費0.3％農林水産業費　0.3％災害復旧費0.0％諸支出金0.0％その他衛生費8.6％消防費4.0％農林水産業費　1.0％商工費0.9％議会費0.8％労働費0.3％市　税特別会計水道事業会計土木費　22.9％民生費　21.5％公債費　14.9％総務費　13.7％衛生費　11.8％その他　15.2％民生費　23.6％土木費　22.2％公債費16.1％総務費13.3％教育費　9.2％その他　15.6％市税136億3,925万3千円37.7%繰入金47億2,968万2千円　13.1%諸収入15億2,645万4千円　4.2%市債57億5,070万円　15.9%国庫支出金31億1,975万円　8.6%地方交付税26億1,897万7千円　7.2%自主財源214億145万7千円59.1%依存財源148億188万1千円40.9%その他（自主財源）4.1%15億606万8千円分担金及び負担金（1.3%）、繰越金（1.2%）、使用料及び手数料（0.9%）財産収入（0.7%）、寄附金（0.0%）一般会計歳出決算額361億5,285万6千円一般会計歳入決算額362億333万8千円一般会計歳出決算額3,638億9,223万8千円特集：さいたま市の財政旧岩槻市詳しくは、財政課（?829・1154、?829・1997）へ。※市ホームページでもご覧になれます。"
デジタルカタログ,4,支給月４・８・11月■心身障害者福祉手当対象次に該当する在宅の障害者の方笊身体障害者手帳１～３級の方笆療育手帳を所持している方支払制限▼特別障害者手当、障害児福祉手当、経過措置による福祉手当受給者（身体障害者手帳１・２級及び療育手帳狢、Ａの重複者を除く）▼施設入所中　※４月から所得に応じた制限を行います。手当額▼重度＝月額５、０００円　▼軽度＝月額２、５００円支給月３・９月詳しくは、障害福祉課（薊８２９・１３０５、薨８２９・１９８１）、又は各区支援課へ。利用料の４分の１（老齢福祉年金受給者は２分の１）が軽減されます。対象となる方次のすべての条件に該当し、市が軽減の必要があると認めた方　▼住民税が世帯全員非課税の方　▼介護保険料を滞納していない方　▼世帯員全員（本人を含む）の収入見込み額及び所有する現金・預貯金などの合計額が左表の基準以下の方（表３×４）（表３×４）（表３×４）（表３×４）（表３×４）（表３×４）（表３×４）（表３×４）▼日常生活に供する資産以外に活用できる資産がない方▼負担能力のある親族などに扶養されていない方4笊身体障害者手帳１級及び２級の一部の方笆療育手帳狢の方　笳笊・笆と同程度の状態にある方支払制限▼所得制限　▼障害を理由とする年金を受給▼施設入所中手当額　月額１万４、４３０円支給月２・５・８・11月■特別児童扶養手当対象次に該当する在宅の20歳未満の障害児を養育している保護者笊身体障害者手帳１～３級及び４級の一部の児童笆療育手帳狢、Ａ、Ｂの児童　笳笊・笆と同程度の状態にある児童　支払制限▼所得制限　▼障害を理由とする年金を受給▼児童が施設入所中手当額▼重度障害児（１級）＝月額５万９００円▼中度障害児（２級）＝月額３万３、９００円対象母子・父子家庭又は父母のいない児童を扶養し、平成18年４月に小・中学校に入学する児童がいる方に、支度金を支給します（生活保護受給世帯を除く）。支給要件平成17年度の住民税非課税世帯（同居している扶養義務者を含む）支給額▼小学校入学＝５、０００円　▼中学校入学＝１万５、０００円申込み申請者名義の普通預金通帳（郵便局を除く）及び平成17年度非課税証明書を添えて、１月31日貂までに、直接、各区支援課へ。※ほかに書類が必要な場合があります。詳しくは、子育て支援課（薊８２９・１２７１、薨８※下記の電話番号は代表で、ファクス番号は総務課のものです。　お問い合わせの際は、必ず担当課名をお知らせください。　特にファクスを送信する際は、担当課名の記入を忘れないでください。 西区役所　 ?622・1111、?620・2760　　 〒331-8587 西区大字指扇3743 大宮区役所　 ?657・0111、?646・3160　　 　 〒330-8501 大宮区大門町3-1 見沼区役所　 ?687・1111、?681・6160　　〒337-8586 見沼区堀崎町12-36 中央区役所　 ?856・1111、?840・6160　  〒338-8686 中央区下落合5-7-10 桜区役所　 ?858・1111、?856・6270　  　　  〒338-8586 桜区道場4-3-1 浦和区役所　 ?825・1111、?829・6233　  　  〒330-9586 浦和区常盤6-4-4 南区役所　 ?838・1111、?844・7270　  　  　〒336-8586 南区別所7-6-1 緑区役所　 ?874・1111、?712・1270　   〒336-8587 緑区大字中尾975-1 岩槻区役所　 ?790・0111、?790・0260　   　 〒339-8585 岩槻区本町6-1-1 北区役所　 ?653・1111、?669・6160　　  〒331-8586 北区宮原町1-9-13２９・２５１６）へ。申請する方は、お住まいの区の支援課へご相談ください。■特別障害者手当対象重度の障害により、日常生活で常時特別の介護を必要とする20歳以上の次の方笊身体障害者手帳１・２級及び療育手帳狢程度の障害が重複している方　笆一つの障害であっても笊と同程度の状態にある方支払制限▼所得制限　▼施設入所中　▼入院３か月以上手当額　月額２万６、５２０円支給月２・５・８・11月■障害児福祉手当対象重度の障害により、日常生活で常時特別の介護を必要とする20歳未満の次の方障害のある方へ各種手当を支給していますはＥメールアドレス、はホームページアドレスを表記しています社会福祉法人による介護保険サービスの利用料の軽減制度がありますひとり親家庭児童就学支度金制度をご利用ください世帯人数収入基準（年間）資産基準1人150万円350万円2人200万円450万円3人以上200万円に、3人目以降1人につき50万円を加算450万円に、3人目以降1人につき100万円を加算
デジタルカタログ,5,"本市では、平成17年10月11日の市議会による「平和都市宣言の制定を求める決議」を受け、パブリック・コメントにより皆さんからご意見をいただきながら、平成17年12月21日、「いたま市平和都市宣言」を制定しました。宣言の制定に合わせて、市役所本庁舎敷地内に宣言広告塔を設置しました。また、各区役所には宣言を記載したパネルの設置も予定しています。戦後60年という節目の年に、本市が平和都市宣言を制定したことは、平和を希求するという市の基本理念を広く内外に発信できるものと考えており、今後も様々な事業を通じて、平和の大切さを伝えていきたいと考えています。5 SAITAMA 2006.1各区役所の代表電話番号・ファクス番号（総務課）・所在地は、4頁に記載しています対象となる介護保険サービス社会福祉法人が運営する特別養護老人ホーム・訪問介護・通所介護・短期入所生活介護に係る利用者負担額、食費及び居住費を軽減します。※利用料の軽減を行っていない社会福祉法人もあります。申込み世帯全員の収入・資産がわかる書類（預貯金通帳、給与証明書など）及び医療保険証を添えて、直接、お住まいの区の高齢介護課へ。審査の上、対象となった方に「社会福祉法人等利用者負担軽減確認証」を交付します。詳しくは、各区高齢介護課へ。住宅の簡易耐震診断（図面による診断）を行っています。対象昭和56年以前に在来工法で建てられた木造住宅を所有し、かつ居住している方必要書類建築確認図面など申込み電話で、各建設事務所建築指導課、又は建築総務課へ。※より詳しい耐震診断を行う場合には、診断費用の一部を助成しています。詳しくは、各建設事務所建築指導課（北部薊６４６・３２３５、薨６４６・３２６８、南部薊８４０・６２３６、薨８４０・６２６７）、又は建築総務課（薊８２９・１５３９、薨８２９・１９８２）へ。介護保険の要介護認定を受けている65歳以上の方で、寝たきりや認知症の方に対して発行します。この認定書で、所得税や住民税の障害者控除が受けられます。詳しくは、各区高齢介護課へ。対象国民年金に任意加入していなかった期間内に初診日（その傷病について初めて医師又は歯科医師の診療を受けた日）があり、現在その障害等級が障害基礎年金の１・２級の程度に該当する次の方　▼平成３年３月以前の国民年金任意加入対象であった学生▼昭和61年３月以前の国民年金任意加入対象であった被用者（厚生年金・共済組合などの加特別障害給付金の申請はお済みですかわが家の耐震診断（無料）入者）等の配偶者であった方※既に障害年金を受給している方は対象になりません。支給月額（平成17年度）▼１級＝５万円　▼２級＝４万円※本人の所得による制限、併給制限があります。申請場所各区保険年金課詳しくは、各区保険年金課、又は各社会保険事務所（浦和薊８３１・１６１１、大宮薊６５２・４７１１、春日部薊７３７・７１１１）へ。就労・病気・介護・冠婚葬祭や、外出・育児疲れなどで、保護者が夜間不在となって児童を養育することが一時的に困難な家庭を支援します。※利用料金などについては、実施施設にお問い合わせください。実施施設武蔵浦和Ｊキッズステーション（薊７１０・６６８１）所在地南区白幡５―11―10利用時間18時～22時対象市内在住で、１歳～小学３年生の子ども詳しくは、保育課（薊８２９・１８６６、薨８２９・２５１６）へ。障害者控除対象者認定書を発行しますトワイライトステイ事業を実施しています世界の恒久平和実現は、人類共通の願いです。戦争を経験したわが国は、世界で唯一の核被爆国として、戦争の怖さ、惨めさ、無益さを、また、核兵器の恐ろしさを世界の人々に訴えてきました。しかしながら、今なおこの地球上では、戦争やテロリズム等により多くの尊い命が奪われています。平和を希求する私たちさいたま市民は、国際社会の一員として、世界に開かれた都市づくりを推進するとともに、核兵器等の廃絶と世界の恒久平和実現に貢献することを誓い、戦後60年にあたり、ここに平和都市を宣言します。平成17（2005）年12月21日さいたま市　詳しくは、総務課（薊829・1083、薨829・1983）へ。　「さいたま市平和都市宣言」を制定しました
"
デジタルカタログ,6,知的障害のある方が安心して地域生活を送れるよう、本人の生活を見守り、日常生活に関する相談相手となり、必要な援助を行う生活協力員の紹介を行っています。また、知的障害のある方やご家族が気軽に相談できるよう、「さくらんぼサロン」を左記のとおり開設しています。日時・会場▼第１金曜日…大宮区役所市民相談室▼第３金曜日…浦和ふれあい館（浦和区常盤）※いずれも10時～12時、13時～15時対象・費用知的障害のある方及びその家族　無料詳しくは、市社会福祉協議会あんしん事業課（薊８３6就職や自立に向けた自立支援計画の策定などを、専門の相談員がお手伝いします。対象児童扶養手当を受給している方（生活保護の受給者を除く）詳しくは、譛埼玉県母子寡婦福祉連合会（薊６４２・６５５７）、又は子育て支援課（薊８２９・１２７１、薨８２９・２５１６）へ。地域の子育て情報や各種施策など、必要な情報を調べて紹介します。利用日時月～金曜日（祝・休日、年末年始を除く）９時～12時、13時～17時電話番号８２９・１９４３詳しくは、子育て支援課（薊８２９・１２７１、薨８２９・２５１６）へ。子育て中の保護者と０～２歳児の遊び場・交流の場として、学校の開校している月～金曜日の９時～12時に、放課後児童クラブを右表のとおり無料で開放しています。詳しくは、子育て支援課（薊８２９・１２７１、薨８２９・２５１６）へ。日時１月24日貂14時～会場大宮ふれあい福祉センター（大宮区土手町）内容障害者計画の修正案についてなど傍聴の申込み１月４日貉～19日貅に、電話又はファクスで、障害福祉課へ。詳しくは、障害福祉課（薊８２９・１３０５、薨８２９・１９８１）へ。さいたま市http://www.city.saitama.jp/絵本を介した楽しいひとときを通じて、親子の絆きずなを深めてもらうため、図書館司書などが絵本の読み方をアドバイスし、絵本などの入ったブックスタートパックを差し上げます。日時・会場など下表のとおり※時間はいずれも午前＝10時～11時30分、午後＝14時～15時30分対象市内在住で、4か月児健康診査の対象となる乳児（岩槻区在住の方は、平成17年4月1日以降に生まれた方）申込み市から郵送される引換券（4か月児健康診査の通知に同封）を持参し、直接、各会場へ。詳しくは、各区支援課、又は子育て支援課（薊829・1271、薨829・2516）へ。名称所在地電話番号佐知川西区大字佐知川299-16623・6927宮前西区宮前町443622・0844指扇西区大字指扇4338-3625・1231大砂土北区本郷町17-7653・2793天沼大宮区天沼町1-194645・7988七里見沼区大字東宮下392687・9335東大宮見沼区東大宮7-5-18687・4099与野西北中央区円阿弥4-3-7857・5889上落合中央区上落合4-14-24858・0938西浦和桜区田島2-16-7863・3160中島桜区中島1-28-1857・5125上木崎浦和区上木崎3-11-33824・5778針ケ谷浦和区領家7-2-19822・6237本太浦和区本太4-3-39886・2643善前南区大字太田窪2500-1882・0720浦和大里南区鹿手袋4-1-12838・1441大谷場南区南浦和1-18-3887・6788沼影南区曲本4-7-6866・4377三室緑区松木1-4-11873・7838原山緑区原山1-22-20886・0199大牧緑区東浦和6-13-15874・0769中尾緑区大字中尾2596-1874・2422城北岩槻区大字岩槻6619757・8903西区保健センター北区保健センター大宮区保健センター見沼区保健センター中央区保健センター桜区保健センター浦和区保健センター南区保健センター緑区保健センター岩槻区保健センター子育て支援センターうらわ子育て支援センターおおみや1月10日貂午前12日貅午後12日貅午後5日貅午後5日貅午前12日貅午後13日貊午後6日貊午前10日貂午後6日貊午前15日豸午前―24日貂午後26日貅午前31日貂午前25日貉午前19日貅午後27日貊午前25日貉午前25日貉午前24日貂午前25日貉午後2月3日貊午後7日貂午後14日貂午後1日貉午前10日貊午前9日貅午後8日貉午後3日貊午後1日貉午前8日貉午後―19日豸午前22日貉午前23日貅午前21日貂午前15日貉午後15日貉午後27日豺午前17日貊午前22日貉午前22日貉午後23日貅午前3月7日貂午前7日貂午後3日貊午前1日貉午前2日貅午前8日貉午前3日貊午後8日貉午前7日貂午前2日貅午後19日豸午前―28日貂午後23日貅午前17日貊午後15日貉午後14日貂午後24日貊午後15日貉午前20日豺午前20日豺午後17日貊午前ブックスタートを実施しています子育て応援ダイヤルをご利用ください母子家庭自立支援プログラム策定事業をご利用ください第４回　いたま市障害者施策推進協議会を開催します生活協力員紹介事業をご存じですか？ママズルーム一覧表Ｍａｍａｓルームをご利用ください’マズマ※車での来場はご遠慮ください。
デジタルカタログ,8,"詳しくは、消費生活総合センター（薊６４５・３４２１、薨６４３・２２４７）、又は各消費生活センターへ。与野図書館（中央区下落合）は、資料の整理のため、１月3/28貂を貸与します（子ども１人につき１回限り）。詳しくは、各区生活課、又は交通安全課（薊８２９・１２１９、薨８２９・１９６９）へ。日時１月12日貅・13日貊９時～12時、13時～16時内容消費生活専門相談員が、架空請求などの消費者トラブルの相談に応じます。対象市内在住で、30歳未満の方平成17年度上半期の一般会計・特別会計予算の執行状況は、収入済額が2,340億8,542万8千円、支出済額が、2,385億6,942万円でした。平成17年度9月30日現在の執行状況　（単位：千円）平成17年度9月30日現在の企業会計の状況（単位：千円）虔水道事業虔下水道事業虔病院事業平成17年度9月30日現在の財産状況平成17年度9月30日現在の市債残高土木債や教育債など、財務省や郵政公社等から借り入れた市債は、総額3,332億2,354万2千円となっています。詳しくは、財政課（薊829・1154、薨829・1997）へ。設備の点検による停電のため、自動交付機を休止します。期日１月28日貍場所　浦和区役所西口玄関内詳しくは、浦和区区民課（薊８２９・６０６９、薨８２９・６２３３）へ。本市では、平成13年度からチャイルドシート着用促進事業を行ってきました。道路交8国民年金保険料納付と年金相談の窓口を、左表のとおり開設します。過去２年分の納め忘れの保険料を納められます（年金の受給資格に関する相談にも応じます）。表表表表表表表表表詳しくは、各区保険年金課、又は各社会保険事務所（浦和薊８３１・１６１１、大宮薊６５２・４７１１、春日部薊７３７・７１１１）へ。日時１月29日豸９時～15時会場①市税…各区収納課②国民健康保険税…各区保険年金課詳しくは、①は各区収納課、②は各区保険年金課へ。通法でチャイルドシートの着用が義務化されてから６年が経過しようとしており、着用意識も定着してきたことから、無料貸与制度は平成17年度で終了します。利用したい方は、３月31日貊までに、申請してください。対象市内在住で、運転免許を有し、６か月未満の乳児の保護者　※３月31日貊までに出産予定の方は、２か月前から申請できます。申込み運転免許証の写し、印鑑、母子健康手帳（出産前の場合）を持参し、直接、各区生活課へ。※６か月を限度に、乳児用チャイルドシート消費生活総合センター　薊６４５・３４２１浦和消費生活センター　薊８２４・０１６４与野消費生活センター薊８４０・６０９７岩槻消費生活センター　薊７４９・６１９１相談電話番号区分予算現額収入済額収入割合支出済額支出割合一般会計375,964,570158,376,46142.1%151,074,85240.2%特別会計209,352,23275,708,96736.2%87,494,56841.8%合計585,316,802234,085,42840.0%238,569,42040.8%区分予算現額執行額執行率収益的収入32,551,23916,066,34949.4%収益的支出29,895,9089,943,83933.3%資本的収入1,562,136219,16414.0%資本的支出12,125,1693,332,61627.5%区分予算現額執行額執行率収益的収入21,717,78216,446,54675.7%収益的支出21,771,2405,143,32123.6%資本的収入18,147,632726,4414.0%資本的支出26,851,6698,080,83330.1%区分予算現額執行額執行率収益的収入12,271,0005,273,48843.0%収益的支出12,271,0005,473,38544.6%資本的収入577,00000.0%資本的支出884,000334,21837.8%区分現在高土地9,961,725.75㎡建物2,345,378.55㎡チャイルドシート無料貸与制度を終了します区分現在高基金36,304,778,042円出資による権利1,893,282,715円催しなどへの参加申し込みが往復はがきの場合は、往信裏に必要事項を記入し、返信表には必ずあて名（住所、氏名）を記入してください　※結果は全員に通知します往復はがきでの申し込み有価証券6,187,103,950円関東甲信越ブロック悪質商法被害防止共同キャンペーン特別電話相談若者トラブル１１０番浦和区役所の自動交付機を休止します期日会場1/24貂岩槻本丸公民館（岩槻区本丸）1/30豺桜区役所1/31貂、3/31貊大宮区役所2/23貅浦和区役所2/24貊北区役所3/24貊見沼区役所3/28貂西区役所緑区役所3/30貅中央区役所※時間はいずれも10時～15時国民年金保険料の納付窓口を開設します日曜納税窓口を開設します与野図書館を特別整理のため休館します"
デジタルカタログ,9,の規制だけでなく、荷主などの義務もありますので、ご注意ください。蘰ディーゼル規制対応装置装着及び低公害車導入等支援を行っています①粒子状物質減少装置装着補助金規制対象車である従来の短期規制以前の規制適合車（車検証型式欄：ＫＣ-等）だけでなく、平成18年度以降に規制がかかる長期規制適合車（同欄：ＫＫ-、ＫＬ-等）も対象としています。予算の範囲内で補助していますので、お早めに申請してください。※短期規制以前の規制適合車に対する補助金は、平成17年度で終了します。②低公害車普及促進対策補助金有害物質が低減された天然9 SAITAMA 2006.130日豺～２月３日貊の間、休館します。詳しくは、与野図書館（薊８５３・７８１６、薨８５７・１９４６）へ。平成18年４月に市立小・中学校に入学する子どもの保護者を対象に、説明会を開催します。詳しい日程は、各小・中学校から個別に通知します。※市ホームページでもご覧になれます。詳しくは、学事課（薊８２９・１６４８、薨８２９・１９８９）へ。文化財は貴重な国民的、世界的財産です。この貴重な財産を後世に伝えるため、地域ぐるみで災害から文化財を守りましょう。消防局では自衛消防訓練などを関係者に呼び掛け、国民共通の貴重な財産である文化財の火災予防を推進します。詳しくは、予防課（薊８３３・７５０９、薨８３３・７５２９）へ。日時２月４日貍９時～13時会場消防局（浦和区常盤）内容自動体外式除細動器（ＡＥＤ）の実技試験と筆記試験を加えた普通救命講習会　※技能認定証の交付あり（３年ごとに再講習を受ける必要があります）対象市内在住又は在勤で、業務などでＡＥＤを取り扱う必要性のある方定員20人（先着順）費用無料申込み電話で、救急課へ（土・日曜日、祝日、年末年始を除く、17時まで）。詳しくは、救急課（薊８３３・７９２１）へ。本市では、地球温暖化防止への取り組みとして、ニット製品の重ね着など暖房に頼り過ぎない服装により、暖房温度を下げ、市民及び事業者の皆さんに室温20℃の設定を呼び掛けています。また、病院・保健福祉施設などを除く市の全施設で、室温19℃の徹底を図り、省エネルギー型ライフスタイルへの転換を進めていきます。詳しくは、環境総務課（薊８２９・１３２４、薨８２９・１９９１）へ。蘰４月から規制が強化されます県内では平成15年10月から県条例に基づきディーゼル車排出ガス規制（乗用車ベースを除く）が実施されていますが、更に平成18年４月から規制が強化されます（２段階目の規制）。使用者へ各区役所の代表電話番号・ファクス番号（総務課）・所在地は、4頁に記載しています新入学保護者説明会を行います１月26日は「文化財防火デー」ですディーゼル車を利用している皆さんへウォームビスを実施しています普通救命講習Ⅱを開催します市の多彩なイベントや、なるほど豆知識を紹介する、テレビ広報番組「きらめきいっぱいさいたま市」のインターネット配信を行っています。また、10区を楽しく紹介する、さいたま市紹介ビデオ「カラフルでしょ！さいたま市」などもあわせてご覧になれます。市ホームページのトップ画面にある「テレビ広報番組」をクリックするだけでアクセスできます。ぜひ、ご覧ください。詳しくは、広報課（薊829・1039、薨829・1985）へ。市ホームページでご覧になれます邇ガス自動車やハイブリッド自動車、新長期規制適合車のバスやトラックを購入する際には、通常車両との差額の４分の１を上限に補助しています。本市は国土交通省のＣＮＧ車普及促進モデル地域に指定され、天然ガス自動車が導入しやすくなっていますので、ぜひご検討ください。③天然ガス自動車普及促進戦略大気汚染防止、地球温暖化防止、及び石油代替エネルギーの導入対策として、天然ガス自動車の普及・促進を戦略的に実施しており、現在、天然ガススタンドの設置、バス・貨物車への重点導入を進めています。詳しくは、環境対策課（薊８２９・１３２９、薨８２９・１９９１）へ。▲自動体外式除細動器（AED）
